code,Stage,CharityTreat,Charity,Donation,Happiness,Student,RiskAversion,GeneralTrust,sex,birth,race,relig,single,uni stdnt,studies,prev par,exp pref,momjob,dadjob,momeduc,dadeduc,siblings,siborder,child,numchild,risk,trust,BirthData,Religion,MaritalStatus,PreviousExperiment,OccupationMother,OccupationFather,EducationMother,EducationFather,Siblings,SiblingsOlder,Children,ChildrenNumber,BornUK,BornCountry,YearsInUK,LanguageEnglishFirst,LanguageEnglishFluent,LanguageMainChildhood,LanguageOther,LivedOutsideUK,PersonalityExtroverted,PersonalityCritical,PersonalityDependable,PersonalityAnxious,PersonalityOpen,PersonalityReserved,PersonalitySympathetic,PersonalityCareless,PersonalityCalm,Personalityconventional,StartDate,EndDate
4i90t0,1,NA,NA,NA,Slightly happy,1,NA,NA,Female,22/01/1996,Black Caribbean,Christian,Single,Yes,Sociology,Yes,I'm open to both Online and In-Lab Experiments,Sales and Office,Service,Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,0,NA,No,NA,Risk Neutral,Can't be too careful,22/01/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T19:40:19Z,2017-06-07T19:54:15Z
e9gr0s,1,NA,BHF,0,NA,1,NA,NA,Female,09/05/1998,White,Christian,Single,Yes,Law,No,I'm open to both Online and In-Lab Experiments,Government,Government,"Undergraduate Degree (BA, BSc etc.)","Post-graduate Degree (MA, MSc etc.)",1,0,No,NA,6,Can't be too careful,09/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T20:10:42Z,2017-06-07T20:50:10Z
g7ssdl,1,NA,Oxfam,2,NA,1,NA,NA,Female,18/10/1994,White,Agnostic,Single,Yes,MSc Psychology,No,I'm open to both Online and In-Lab Experiments,Government,Other,"Undergraduate Degree (BA, BSc etc.)","Undergraduate Degree (BA, BSc etc.)",1,1,No,NA,8,Most people can be trusted,18/10/1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T20:43:17Z,2017-06-07T21:12:18Z
ysvnsf,1,NA,Oxfam,1,Moderately happy,1,NA,NA,Female,16/02/1995,White,Christian,Single,Yes,International Relations and Modern Languages,No,I'm open to both Online and In-Lab Experiments,Sales and Office,"Management, Professional, and related","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Post-graduate Degree (MA, MSc etc.)",1,1,No,NA,8,Most people can be trusted,16/02/1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T20:40:09Z,2017-06-07T21:14:29Z
o68d9p,1,NA,BHF,1,NA,1,NA,NA,Female,24/08/1988,White,Other,Single,No,NA,No,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related","Construction, Extraction, and maintenance","Undergraduate Degree (BA, BSc etc.)",Secondary Education (GCSE/O-Levels) or below,1,0,Yes,2,Risk Neutral,Can't be too careful,24/08/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T21:31:32Z,2017-06-07T21:44:11Z
ygujk4,1,NA,BHF,0,NA,1,NA,NA,Male,11/08/1998,White,Atheist,Single,Yes,International Relations,Yes,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related","Production, Transportation, and Material Moving",Doctorate (PhD),"Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)",0,NA,No,NA,9,Can't be too careful,11/08/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T21:49:46Z,2017-06-07T21:57:15Z
apyhza,1,NA,BHF,0,NA,1,NA,NA,Female,24/11/1972,White,Atheist,Single,No,NA,No,I'm open to both Online and In-Lab Experiments,Homemaker,"Construction, Extraction, and maintenance",Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,2,1,No,NA,2,Depends,24/11/1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T21:38:30Z,2017-06-07T22:11:26Z
qslu8m,1,NA,NA,NA,Extremely unhappy,1,NA,NA,Female,12/05/1997,White,Atheist,Single,Yes,Psychology,Yes,I'm open to both Online and In-Lab Experiments,Sales and Office,Sales and Office,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Undergraduate Degree (BA, BSc etc.)",1,0,No,NA,3,Can't be too careful,12/05/1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T16:52:17Z,2017-06-07T23:53:09Z
x69o91,1,NA,NA,NA,Slightly happy,1,NA,NA,Female,30/09/1996,Eastern Asian/Pacific Islander,Agnostic,Single,Yes,Biological Sciences,No,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related","Management, Professional, and related","Undergraduate Degree (BA, BSc etc.)","Undergraduate Degree (BA, BSc etc.)",0,NA,No,NA,7,Depends,30/09/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-08T01:11:53Z,2017-06-08T01:37:54Z
xtba8q,1,NA,NA,NA,Neither happy nor unhappy,1,NA,NA,Male,30/07/1989,White,Atheist,Single,No,NA,Yes,Online Only,"Management, Professional, and related",Other,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Undergraduate Degree (BA, BSc etc.)",1,1,No,NA,9,Most people can be trusted,30/07/1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-08T01:42:09Z,2017-06-08T02:01:31Z
h9v20f,1,NA,Oxfam,5,Moderately happy,1,NA,NA,Female,15/04/1976,White,Atheist,Married,Yes,MSc Health Research,No,I'm open to both Online and In-Lab Experiments,Homemaker,"Management, Professional, and related",Secondary Education (GCSE/O-Levels) or below,"Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)",1,1,Yes,2,7,Most people can be trusted,15/04/1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-08T09:53:00Z,2017-06-08T10:08:49Z
nhq15y,1,NA,NA,NA,Moderately unhappy,1,NA,NA,Male,29/10/1979,White,Agnostic,Single,Yes,PHD,Yes,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related","Management, Professional, and related","Undergraduate Degree (BA, BSc etc.)",Secondary Education (GCSE/O-Levels) or below,1,0,No,NA,4,Most people can be trusted,29/10/1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-07T10:05:51Z,2017-06-08T10:21:20Z
flptbi,1,NA,Oxfam,10,NA,1,NA,NA,Female,28/06/1991,White,Christian,Single,Yes,Physiotherapy,No,Online Only,"Management, Professional, and related",Other,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)",2,1,No,NA,Risk Neutral,Can't be too careful,28/06/1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-08T10:18:41Z,2017-06-08T10:33:23Z
oclgxf,1,NA,BHF,0,NA,1,NA,NA,Female,16/06/1966,White,Christian,Married,No,NA,Yes,I'm open to both Online and In-Lab Experiments,Other,Service,Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,1,1,Yes,1,Very willing to take risks,Most people can be trusted,16/06/1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-08T10:53:50Z,2017-06-08T11:26:05Z
a8ynfc,1,NA,Oxfam,2,Slightly unhappy,1,NA,NA,Male,23/11/1960,White,Buddhist,Divorced/Separated,Yes,MA Creative Writing,No,I'm open to both Online and In-Lab Experiments,Sales and Office,"Construction, Extraction, and maintenance",Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,1,0,Yes,2,4,Depends,23/11/1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-08T11:42:36Z,2017-06-08T11:59:17Z
w8z3wf,1,NA,Oxfam,0,NA,1,NA,NA,Male,15/09/1988,Other,Agnostic,Single,Yes,PHD in Sociology,Yes,In the Lab Only,Other,Government,"Undergraduate Degree (BA, BSc etc.)","Undergraduate Degree (BA, BSc etc.)",1,1,No,NA,7,Can't be too careful,15/09/1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-08T12:18:11Z,2017-06-08T12:43:57Z
lpyc0r,1,NA,BHF,0,NA,1,NA,NA,Female,15/03/1991,White,Agnostic,Single,Yes,economics,No,In the Lab Only,"Management, Professional, and related",Sales and Office,Doctorate (PhD),"Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)",0,NA,No,NA,2,Can't be too careful,15/03/1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-08T14:57:07Z,2017-06-08T15:21:48Z
38ekb1,1,NA,NA,NA,Slightly happy,1,NA,NA,Female,18/11/1977,White,Agnostic,Single,Yes,Refugee Care,Yes,I'm open to both Online and In-Lab Experiments,Sales and Office,Government,Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,1,1,No,NA,8,Depends,18/11/1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-08T17:58:46Z,2017-06-08T18:22:23Z
nnzc9n,1,NA,NA,NA,Moderately happy,1,NA,NA,Male,06/10/1995,White,Atheist,Single,Yes,Biological Sciences,Yes,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related","Management, Professional, and related","Undergraduate Degree (BA, BSc etc.)","Post-graduate Degree (MA, MSc etc.)",1,0,No,NA,6,Most people can be trusted,06/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-09T02:07:43Z,2017-06-09T02:18:02Z
adpnvp,1,NA,Oxfam,3,NA,1,NA,NA,Male,23/06/1995,White,Christian,Single,Yes,BA Criminology,Yes,I'm open to both Online and In-Lab Experiments,Service,"Management, Professional, and related","Undergraduate Degree (BA, BSc etc.)","Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)",1,0,No,NA,6,Depends,23/06/1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-09T03:51:06Z,2017-06-09T04:11:32Z
e8xttd,1,NA,Oxfam,0,Moderately unhappy,1,NA,NA,Female,19/11/1995,White,Agnostic,Single,Yes,psychology,Yes,I'm open to both Online and In-Lab Experiments,Other,Unemployed,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",0,NA,No,NA,Risk Neutral,Can't be too careful,19/11/1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-09T08:23:37Z,2017-06-09T08:32:59Z
qbb9sz,1,NA,BHF,10,NA,1,NA,NA,Female,08/01/1996,Mixed,Atheist,Single,Yes,Biology,Yes,I'm open to both Online and In-Lab Experiments,Service,"Management, Professional, and related","Undergraduate Degree (BA, BSc etc.)","Post-graduate Degree (MA, MSc etc.)",1,0,No,NA,9,Most people can be trusted,08/01/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-09T10:07:39Z,2017-06-09T10:22:45Z
g0bjd1,1,NA,NA,NA,Slightly happy,1,NA,NA,Female,21/06/1995,Black African,Christian,Single,Yes,BA Criminology and the Media Including Year Aboard,Yes,In the Lab Only,"Management, Professional, and related","Production, Transportation, and Material Moving","Post-graduate Degree (MA, MSc etc.)","Undergraduate Degree (BA, BSc etc.)",2,2,No,NA,7,Can't be too careful,21/06/1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-09T11:15:46Z,2017-06-09T11:37:05Z
3obphm,1,NA,BHF,1,NA,1,NA,NA,Female,21/04/1995,White,Agnostic,Single,Yes,BA International Relations and Modern Languages,Yes,I'm open to both Online and In-Lab Experiments,Other,"Management, Professional, and related","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",Secondary Education (GCSE/O-Levels) or below,4,4,No,NA,8,Most people can be trusted,21/04/1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-09T12:46:58Z,2017-06-09T13:01:49Z
i1ejln,1,NA,NA,NA,Neither happy nor unhappy,1,NA,NA,Male,27/01/1998,White,Christian,Single,Yes,Computer Science,Yes,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related","Construction, Extraction, and maintenance","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",Secondary Education (GCSE/O-Levels) or below,1,0,No,NA,7,Most people can be trusted,27/01/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-09T21:42:21Z,2017-06-09T21:52:53Z
bkhs85,1,NA,BHF,10,NA,1,NA,NA,Male,24/11/1995,White,Buddhist,Single,Yes,Mathematics (year in USA),Yes,I'm open to both Online and In-Lab Experiments,Sales and Office,"Management, Professional, and related","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",3,3,No,NA,Very willing to take risks,Most people can be trusted,24/11/1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-09T23:06:21Z,2017-06-09T23:22:38Z
qndwgd,1,NA,Oxfam,0,Slightly happy,1,NA,NA,Male,15/12/1997,White,Agnostic,Single,Yes,Business Management,Yes,I'm open to both Online and In-Lab Experiments,Homemaker,"Management, Professional, and related",Secondary Education (GCSE/O-Levels) or below,"Undergraduate Degree (BA, BSc etc.)",2,0,No,NA,6,Depends,15/12/1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-09T23:29:07Z,2017-06-09T23:47:17Z
4rqdta,1,NA,Oxfam,10,NA,1,NA,NA,Female,23/11/1987,White,Christian,Single,Yes,"MA in Translation, Interpreting and Subtitling",Yes,I'm open to both Online and In-Lab Experiments,Sales and Office,Sales and Office,Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,1,1,No,NA,9,Depends,23/11/1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-10T07:24:18Z,2017-06-10T07:39:01Z
ngb4uj,1,NA,BHF,6,NA,1,NA,NA,Male,08/11/1996,White,Other,Single,Yes,International Relations,No,I'm open to both Online and In-Lab Experiments,"Production, Transportation, and Material Moving",Other,Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,2,1,No,NA,9,Can't be too careful,08/11/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-11T00:21:26Z,2017-06-11T00:39:31Z
vq080z,1,NA,Oxfam,1,NA,1,NA,NA,Male,28/01/1994,Other,Hindu,Single,No,NA,Yes,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related","Management, Professional, and related","Undergraduate Degree (BA, BSc etc.)","Undergraduate Degree (BA, BSc etc.)",1,1,No,NA,9,Most people can be trusted,28/01/1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-12T10:59:38Z,2017-06-12T11:14:00Z
qt3bnq,1,NA,NA,NA,Neither happy nor unhappy,1,NA,NA,Female,09/12/1994,Black African,Christian,Single,Yes,Psychology,No,I'm open to both Online and In-Lab Experiments,Service,NA,"Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)",NA,1,0,No,NA,Very willing to take risks,Depends,09/12/1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-12T14:29:14Z,2017-06-12T14:47:46Z
mg8xvk,1,NA,NA,NA,Moderately unhappy,1,NA,NA,Female,17/11/1995,White,Agnostic,Single,Yes,Art History,Yes,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related",Government,"Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)",2,0,No,NA,8,Can't be too careful,17/11/1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-11T16:40:08Z,2017-06-12T15:36:39Z
7kf8z7,1,NA,NA,NA,Moderately happy,1,NA,NA,Female,03/08/1964,White,Atheist,Married,No,NA,No,I'm open to both Online and In-Lab Experiments,Sales and Office,Service,Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,4,4,Yes,2,7,Depends,03/08/1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-09T15:24:29Z,2017-06-12T15:44:58Z
k83bff,1,NA,Oxfam,1,Moderately happy,1,NA,NA,Female,18/11/1995,Black Caribbean,Christian,Single,Yes,Psychology,Yes,I'm open to both Online and In-Lab Experiments,Sales and Office,Sales and Office,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",0,NA,No,NA,8,Can't be too careful,18/11/1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-12T15:19:02Z,2017-06-12T15:45:42Z
snzzkm,1,NA,NA,NA,Moderately happy,1,NA,NA,Female,19/12/1994,White,Atheist,Single,Yes,Banking and Finance,Yes,I'm open to both Online and In-Lab Experiments,Sales and Office,"Management, Professional, and related",Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,0,NA,No,NA,7,Depends,19/12/1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-12T16:19:19Z,2017-06-12T16:36:13Z
m1wll,1,NA,BHF,2,NA,1,NA,NA,Female,01/05/1994,Other,Muslim,Single,Yes,Accounting and finance,No,I'm open to both Online and In-Lab Experiments,Service,"Management, Professional, and related","Undergraduate Degree (BA, BSc etc.)","Undergraduate Degree (BA, BSc etc.)",4,0,No,NA,Very willing to take risks,Depends,01/05/1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-12T17:24:04Z,2017-06-12T18:18:25Z
keelti,1,NA,BHF,0,NA,1,NA,NA,Female,13/10/1994,White,Atheist,Single,Yes,Biochemistry,No,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related",Government,Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,4,3,No,NA,6,Depends,13/10/1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-12T17:44:01Z,2017-06-12T18:46:12Z
7z9ick,1,NA,Oxfam,0,Moderately happy,1,NA,NA,Male,22 03 1996,White,Atheist,Single,Yes,Sociology with Social anthropology,Yes,I'm open to both Online and In-Lab Experiments,Service,Service,Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,0,NA,No,NA,7,Can't be too careful,22 03 1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-11T12:51:56Z,2017-06-12T20:41:21Z
rrmy78,1,NA,Oxfam,10,NA,1,NA,NA,Female,29/05/1996,Eastern Asian/Pacific Islander,Buddhist,Single,Yes,LLB Law,Yes,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related","Management, Professional, and related",Secondary Education (GCSE/O-Levels) or below,Secondary Education (GCSE/O-Levels) or below,4,0,No,NA,7,Depends,29/05/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-08T00:43:34Z,2017-06-12T22:31:46Z
tz5xwh,1,NA,NA,NA,Moderately happy,1,NA,NA,Female,22/11/1995,Mixed,Agnostic,Single,Yes,American Studies,Yes,I'm open to both Online and In-Lab Experiments,Other,Other,"Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",0,NA,No,NA,8,Depends,22/11/1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-12T22:29:45Z,2017-06-12T22:44:14Z
jr52i5,1,NA,BHF,1,NA,1,NA,NA,Female,21/12/1995,White,Atheist,Single,Yes,Modern Languages with Film Production and Editing Skills,No,I'm open to both Online and In-Lab Experiments,Other,Sales and Office,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)","Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)",1,0,No,NA,6,Can't be too careful,21/12/1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-12T22:32:30Z,2017-06-12T22:49:52Z
1wp229,1,NA,NA,NA,Neither happy nor unhappy,1,NA,NA,Male,22/02/1996,Black African,Christian,Single,Yes,Accounting and Finance,Yes,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related","Construction, Extraction, and maintenance","Undergraduate Degree (BA, BSc etc.)","Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",7,6,No,NA,8,Can't be too careful,22/02/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-13T10:01:54Z,2017-06-13T10:24:17Z
jc373f,1,NA,BHF,2,NA,1,NA,NA,Female,02/06/1995,White,Christian,Single,Yes,Criminology and American Studies,Yes,I'm open to both Online and In-Lab Experiments,Sales and Office,"Production, Transportation, and Material Moving","Undergraduate Degree (BA, BSc etc.)","Undergraduate Degree (BA, BSc etc.)",1,1,No,NA,3,Can't be too careful,02/06/1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-13T10:11:14Z,2017-06-13T10:30:03Z
y1fqpj,1,NA,Oxfam,0,NA,1,NA,NA,Female,16/03/1996,White,Agnostic,Single,Yes,English Literature,Yes,I'm open to both Online and In-Lab Experiments,"Management, Professional, and related","Management, Professional, and related","Post-graduate Degree (MA, MSc etc.)","Undergraduate Degree (BA, BSc etc.)",2,2,No,NA,Risk Neutral,Most people can be trusted,16/03/1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-13T13:38:52Z,2017-06-13T14:14:17Z
6wmtub,1,NA,Oxfam,0,Moderately happy,1,NA,NA,Female,04/06/1998,White,Other,Single,Yes,Management and Marketing,No,I'm open to both Online and In-Lab Experiments,Service,"Production, Transportation, and Material Moving",Secondary Education (GCSE/O-Levels) or below,"Post-Secondary Education (College, A-Levels, NVQ3 or below, or similar)",4,4,No,NA,8,Can't be too careful,04/06/1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-13T14:38:27Z,2017-06-13T14:48:28Z
zkljry,1,NA,NA,NA,Moderately unhappy,1,NA,NA,Female,05/10/1979,White,Christian,Divorced/Separated,No,NA,Yes,I'm open to both Online and In-Lab Experiments,Sales and Office,"Construction, Extraction, and maintenance","Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)","Vocational Qualification (Diploma, Certificate, BTEC, NVQ 4 and above, or similar)",0,NA,Yes,1,Risk Neutral,Can't be too careful,05/10/1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-13T17:05:10Z,2017-06-13T17:18:20Z
